e,alpha,alphal,alphah
10.8880,0.0076,0.0076,0.0076
10.8940,0.0076,0.0076,0.0076
10.9000,0.0076,0.0076,0.0076
10.9050,0.0076,0.0076,0.0076
10.9110,0.0076,0.0076,0.0076
10.9170,0.0076,0.0076,0.0076
10.9220,0.0076,0.0076,0.0076
10.9280,0.0076,0.0076,0.0076
10.9330,0.0076,0.0076,0.0076
10.9390,0.0076,0.0076,0.0076
10.9450,0.0076,0.0076,0.0076
10.9500,0.0076,0.0076,0.0076
10.9560,0.0076,0.0076,0.0076
10.9620,0.0076,0.0076,0.0076
10.9670,0.0076,0.0076,0.0076
10.9730,0.0076,0.0076,0.0076
10.9790,0.0076,0.0076,0.0076
10.9840,0.0076,0.0076,0.0076
10.9900,0.0076,0.0076,0.0076
10.9960,0.0076,0.0076,0.0076
11.0010,0.0076,0.0076,0.0076
11.0070,0.0076,0.0076,0.0076
11.0130,0.0076,0.0076,0.0076
11.0180,0.0076,0.0076,0.0076
11.0240,0.0076,0.0076,0.0076
11.0300,0.0076,0.0076,0.0076
11.0350,0.0076,0.0076,0.0076
11.0410,0.0076,0.0076,0.0076
11.0470,0.0076,0.0076,0.0076
11.0520,0.0076,0.0076,0.0076
11.0580,0.0076,0.0076,0.0076
11.0640,0.0076,0.0076,0.0076
11.0690,0.0076,0.0076,0.0076
11.0750,0.0076,0.0076,0.0076
11.0810,0.0076,0.0076,0.0076
11.0870,0.0076,0.0076,0.0076
11.0920,0.0076,0.0076,0.0076
11.0980,0.0076,0.0076,0.0076
11.1040,0.0076,0.0076,0.0076
11.1090,0.0076,0.0076,0.0076
11.1150,0.0076,0.0076,0.0076
11.1210,0.0076,0.0076,0.0076
11.1270,0.0076,0.0076,0.0076
11.1320,0.0076,0.0076,0.0076
11.1380,0.0076,0.0076,0.0076
11.1440,0.0076,0.0076,0.0076
11.1500,0.0076,0.0076,0.0076
11.1550,0.0076,0.0076,0.0076
11.1610,0.0076,0.0076,0.0076
11.1670,0.0076,0.0076,0.0076
11.1730,0.0076,0.0076,0.0076
11.1780,0.0076,0.0076,0.0076
11.1840,0.0076,0.0076,0.0076
11.1900,0.0076,0.0076,0.0076
11.1960,0.0076,0.0076,0.0076
11.2010,0.0076,0.0076,0.0076
11.2070,0.0076,0.0076,0.0076
11.2130,0.0076,0.0076,0.0076
11.2190,0.0076,0.0076,0.0076
11.2240,0.0076,0.0076,0.0076
11.2300,0.0076,0.0076,0.0076
11.2360,0.0076,0.0076,0.0076
11.2420,0.0076,0.0076,0.0076
11.2480,0.0076,0.0076,0.0076
11.2530,0.0076,0.0076,0.0076
11.2590,0.0076,0.0076,0.0076
11.2650,0.0076,0.0076,0.0076
11.2710,0.0076,0.0076,0.0076
11.2770,0.0076,0.0076,0.0076
11.2820,0.0076,0.0076,0.0076
11.2880,0.0076,0.0076,0.0076
11.2940,0.0076,0.0076,0.0076
11.3000,0.0076,0.0076,0.0076
11.3060,0.0076,0.0076,0.0076
11.3110,0.0076,0.0076,0.0076
11.3170,0.0076,0.0076,0.0076
11.3230,0.0076,0.0076,0.0076
11.3290,0.0076,0.0076,0.0076
11.3350,0.0076,0.0076,0.0076
11.3410,0.0076,0.0076,0.0076
11.3470,0.0076,0.0076,0.0076
11.3520,0.0076,0.0076,0.0076
11.3580,0.0076,0.0076,0.0076
11.3640,0.0076,0.0076,0.0076
11.3700,0.0076,0.0076,0.0076
11.3760,0.0076,0.0076,0.0076
11.3820,0.0076,0.0076,0.0076
11.3870,0.0076,0.0076,0.0076
11.3930,0.0076,0.0076,0.0076
11.3990,0.0076,0.0076,0.0076
11.4050,0.0076,0.0076,0.0076
11.4110,0.0076,0.0076,0.0076
11.4170,0.0076,0.0076,0.0076
11.4230,0.0076,0.0076,0.0076
11.4290,0.0076,0.0076,0.0076
11.4350,0.0076,0.0076,0.0076
11.4400,0.0076,0.0076,0.0076
11.4460,0.0076,0.0076,0.0076
11.4520,0.0076,0.0076,0.0076
11.4580,0.0076,0.0076,0.0076
11.4640,0.0076,0.0076,0.0076
11.4700,0.0076,0.0076,0.0076
11.4760,0.0076,0.0076,0.0076
11.4820,0.0076,0.0076,0.0076
11.4880,0.0076,0.0076,0.0076
11.4940,0.0076,0.0076,0.0076
11.4990,0.0076,0.0076,0.0076
11.5050,0.0076,0.0076,0.0076
11.5110,0.0076,0.0076,0.0076
11.5170,0.0076,0.0076,0.0076
11.5230,0.0076,0.0076,0.0076
11.5290,0.0076,0.0076,0.0076
11.5350,0.0076,0.0076,0.0076
11.5410,0.0076,0.0076,0.0076
11.5470,0.0076,0.0076,0.0076
11.5530,0.0076,0.0076,0.0076
11.5590,0.0076,0.0076,0.0076
11.5650,0.0076,0.0076,0.0076
11.5710,0.0076,0.0076,0.0076
11.5770,0.0076,0.0076,0.0076
11.5830,0.0076,0.0076,0.0076
11.5890,0.0076,0.0076,0.0076
11.5950,0.0076,0.0076,0.0076
11.6010,0.0076,0.0076,0.0076
11.6070,0.0076,0.0076,0.0076
11.6130,0.0076,0.0076,0.0076
11.6190,0.0076,0.0076,0.0076
11.6250,0.0076,0.0076,0.0076
11.6310,0.0076,0.0076,0.0076
11.6370,0.0076,0.0076,0.0076
11.6430,0.0076,0.0076,0.0076
11.6490,0.0076,0.0076,0.0076
11.6550,0.0076,0.0076,0.0076
11.6610,0.0076,0.0076,0.0076
11.6670,0.0076,0.0076,0.0076
11.6730,0.0076,0.0076,0.0076
11.6790,0.0076,0.0076,0.0076
11.6850,0.0076,0.0076,0.0076
11.6910,0.0076,0.0076,0.0076
11.6970,0.0076,0.0076,0.0076
11.7030,0.0076,0.0076,0.0076
11.7090,0.0076,0.0076,0.0076
11.7150,0.0076,0.0076,0.0076
11.7210,0.0076,0.0076,0.0076
11.7270,0.0076,0.0076,0.0076
11.7330,0.0076,0.0076,0.0076
11.7390,0.0076,0.0076,0.0076
11.7450,0.0076,0.0076,0.0076
11.7510,0.0076,0.0076,0.0076
11.7570,0.0076,0.0076,0.0076
11.7630,0.0076,0.0076,0.0076
11.7690,0.0076,0.0076,0.0076
11.7750,0.0076,0.0076,0.0076
11.7810,0.0076,0.0076,0.0076
11.7870,0.0076,0.0076,0.0076
11.7930,0.0076,0.0076,0.0076
11.7990,0.0076,0.0076,0.0076
11.8060,0.0076,0.0076,0.0076
11.8120,0.0076,0.0076,0.0076
11.8180,0.0076,0.0076,0.0076
11.8240,0.0076,0.0076,0.0076
11.8300,0.0076,0.0076,0.0076
11.8360,0.0076,0.0076,0.0076
11.8420,0.0076,0.0076,0.0076
11.8480,0.0076,0.0076,0.0076
11.8540,0.0076,0.0076,0.0076
11.8600,0.0076,0.0076,0.0076
11.8670,0.0076,0.0076,0.0076
11.8730,0.0076,0.0076,0.0076
11.8790,0.0076,0.0076,0.0076
11.8850,0.0076,0.0076,0.0076
11.8910,0.0076,0.0076,0.0076
11.8970,0.0076,0.0076,0.0076
11.9030,0.0076,0.0076,0.0076
11.9090,0.0076,0.0076,0.0076
11.9160,0.0076,0.0076,0.0076
11.9220,0.0076,0.0076,0.0076
11.9280,0.0076,0.0076,0.0076
11.9340,0.0076,0.0076,0.0076
11.9400,0.0076,0.0076,0.0076
11.9460,0.0076,0.0076,0.0076
11.9520,0.0076,0.0076,0.0076
11.9590,0.0076,0.0076,0.0076
11.9650,0.0076,0.0076,0.0076
11.9710,0.0076,0.0076,0.0076
11.9770,0.0076,0.0076,0.0076
11.9830,0.0076,0.0076,0.0076
11.9890,0.0076,0.0076,0.0076
11.9960,0.0076,0.0076,0.0076
12.0020,0.0076,0.0076,0.0076
12.0080,0.0076,0.0076,0.0076
12.0140,0.0076,0.0076,0.0076
12.0200,0.0076,0.0076,0.0076
12.0260,0.0076,0.0076,0.0076
12.0330,0.0076,0.0076,0.0076
12.0390,0.0076,0.0076,0.0076
12.0450,0.0076,0.0076,0.0076
12.0510,0.0076,0.0076,0.0076
12.0580,0.0076,0.0076,0.0076
12.0640,0.0076,0.0076,0.0076
12.0700,0.0076,0.0076,0.0076
12.0760,0.0076,0.0076,0.0076
12.0820,0.0076,0.0076,0.0076
12.0890,0.0076,0.0076,0.0076
12.0950,0.0076,0.0076,0.0076
12.1010,0.0076,0.0076,0.0076
12.1070,0.0076,0.0076,0.0076
12.1140,0.0076,0.0076,0.0076
12.1200,0.0076,0.0076,0.0076
12.1260,0.0076,0.0076,0.0076
12.1320,0.0076,0.0076,0.0076
12.1390,0.0076,0.0076,0.0076
12.1450,0.0076,0.0076,0.0076
12.1510,0.0076,0.0076,0.0076
12.1570,0.0076,0.0076,0.0076
12.1640,0.0076,0.0076,0.0076
12.1700,0.0076,0.0076,0.0076
12.1760,0.0076,0.0076,0.0076
12.1820,0.0076,0.0076,0.0076
12.1890,0.0076,0.0076,0.0076
12.1950,0.0076,0.0076,0.0076
12.2010,0.0076,0.0076,0.0076
12.2070,0.0076,0.0076,0.0076
12.2140,0.0076,0.0076,0.0076
12.2200,0.0076,0.0076,0.0076
12.2260,0.0076,0.0076,0.0076
12.2330,0.0076,0.0076,0.0076
12.2390,0.0076,0.0076,0.0076
12.2450,0.0076,0.0076,0.0076
12.2520,0.0076,0.0076,0.0076
12.2580,0.0076,0.0076,0.0076
12.2640,0.0076,0.0076,0.0076
12.2710,0.0076,0.0076,0.0076
12.2770,0.0076,0.0076,0.0076
12.2830,0.0076,0.0076,0.0076
12.2900,0.0076,0.0076,0.0076
12.2960,0.0076,0.0076,0.0076
12.3020,0.0076,0.0076,0.0076
12.3090,0.0076,0.0076,0.0076
12.3150,0.0076,0.0076,0.0076
12.3210,0.0076,0.0076,0.0076
12.3280,0.0076,0.0076,0.0076
12.3340,0.0076,0.0076,0.0076
12.3400,0.0076,0.0076,0.0076
12.3470,0.0076,0.0076,0.0076
12.3530,0.0076,0.0076,0.0076
12.3590,0.0076,0.0076,0.0076
12.3660,0.0076,0.0076,0.0076
12.3720,0.0076,0.0076,0.0076
12.3780,0.0076,0.0076,0.0076
12.3850,0.0076,0.0076,0.0076
12.3910,0.0076,0.0076,0.0076
12.3980,0.0076,0.0076,0.0076
12.4040,0.0076,0.0076,0.0076
12.4100,0.0076,0.0076,0.0076
12.4170,0.0076,0.0076,0.0076
12.4230,0.0076,0.0076,0.0076
12.4300,0.0076,0.0076,0.0076
12.4360,0.0076,0.0076,0.0076
12.4420,0.0076,0.0076,0.0076
12.4490,0.0076,0.0076,0.0076
12.4550,0.0076,0.0076,0.0076
12.4620,0.0076,0.0076,0.0076
12.4680,0.0076,0.0076,0.0076
12.4740,0.0076,0.0076,0.0076
12.4810,0.0076,0.0076,0.0076
12.4870,0.0076,0.0076,0.0076
12.4940,0.0076,0.0076,0.0076
12.5000,0.0076,0.0076,0.0076
12.5070,0.0076,0.0076,0.0076
12.5130,0.0076,0.0076,0.0076
12.5200,0.0076,0.0076,0.0076
12.5260,0.0076,0.0076,0.0076
12.5320,0.0076,0.0076,0.0076
12.5390,0.0076,0.0076,0.0076
12.5450,0.0076,0.0076,0.0076
12.5520,0.0076,0.0076,0.0076
12.5580,0.0076,0.0076,0.0076
12.5650,0.0076,0.0076,0.0076
12.5710,0.0076,0.0076,0.0076
12.5780,0.0076,0.0076,0.0076
12.5840,0.0076,0.0076,0.0076
12.5910,0.0076,0.0076,0.0076
12.5970,0.0076,0.0076,0.0076
12.6040,0.0076,0.0076,0.0076
12.6100,0.0076,0.0076,0.0076
12.6170,0.0076,0.0076,0.0076
12.6230,0.0076,0.0076,0.0076
12.6300,0.0076,0.0076,0.0076
12.6360,0.0076,0.0076,0.0076
12.6430,0.0076,0.0076,0.0076
12.6490,0.0076,0.0076,0.0076
12.6560,0.0076,0.0076,0.0076
12.6620,0.0076,0.0076,0.0076
12.6690,0.0076,0.0076,0.0076
12.6750,0.0076,0.0076,0.0076
12.6820,0.0076,0.0076,0.0076
12.6880,0.0076,0.0076,0.0076
12.6950,0.0076,0.0076,0.0076
12.7010,0.0076,0.0076,0.0076
12.7080,0.0076,0.0076,0.0076
12.7140,0.0076,0.0076,0.0076
12.7210,0.0076,0.0076,0.0076
12.7280,0.0076,0.0076,0.0076
12.7340,0.0076,0.0076,0.0076
12.7410,0.0076,0.0076,0.0076
12.7470,0.0076,0.0076,0.0076
12.7540,0.0076,0.0076,0.0076
12.7600,0.0076,0.0076,0.0076
12.7670,0.0076,0.0076,0.0076
12.7740,0.0076,0.0076,0.0076
12.7800,0.0076,0.0076,0.0076
12.7870,0.0076,0.0076,0.0076
12.7930,0.0076,0.0076,0.0076
12.8000,0.0076,0.0076,0.0076
12.8060,0.0076,0.0076,0.0076
12.8130,0.0076,0.0076,0.0076
12.8200,0.0076,0.0076,0.0076
12.8260,0.0076,0.0076,0.0076
12.8330,0.0076,0.0076,0.0076
12.8390,0.0076,0.0076,0.0076
12.8460,0.0076,0.0076,0.0076
12.8530,0.0076,0.0076,0.0076
12.8590,0.0076,0.0076,0.0076
12.8660,0.0076,0.0076,0.0076
12.8730,0.0076,0.0076,0.0076
12.8790,0.0076,0.0076,0.0076
12.8860,0.0076,0.0076,0.0076
12.8930,0.0076,0.0076,0.0076
12.8990,0.0076,0.0076,0.0076
12.9060,0.0076,0.0076,0.0076
12.9120,0.0076,0.0076,0.0076
12.9190,0.0076,0.0076,0.0076
12.9260,0.0076,0.0076,0.0076
12.9320,0.0076,0.0076,0.0076
12.9390,0.0076,0.0076,0.0076
12.9460,0.0076,0.0076,0.0076
12.9520,0.0076,0.0076,0.0076
12.9590,0.0076,0.0076,0.0076
12.9660,0.0076,0.0076,0.0076
12.9720,0.0076,0.0076,0.0076
12.9790,0.0076,0.0076,0.0076
12.9860,0.0076,0.0076,0.0076
12.9930,0.0076,0.0076,0.0076
12.9990,0.0076,0.0076,0.0076
13.0060,0.0076,0.0076,0.0076
13.0130,0.0076,0.0076,0.0076
13.0190,0.0076,0.0076,0.0076
13.0260,0.0076,0.0076,0.0076
13.0330,0.0076,0.0076,0.0076
13.0390,0.0076,0.0076,0.0076
13.0460,0.0076,0.0076,0.0076
13.0530,0.0076,0.0076,0.0076
13.0600,0.0076,0.0076,0.0076
13.0660,0.0076,0.0076,0.0076
13.0730,0.0076,0.0076,0.0076
13.0800,0.0076,0.0076,0.0076
13.0870,0.0076,0.0076,0.0076
13.0930,0.0076,0.0076,0.0076
13.1000,0.0076,0.0076,0.0076
13.1070,0.0076,0.0076,0.0076
13.1140,0.0076,0.0076,0.0076
13.1200,0.0076,0.0076,0.0076
13.1270,0.0076,0.0076,0.0076
13.1340,0.0076,0.0076,0.0076
13.1410,0.0076,0.0076,0.0076
13.1470,0.0076,0.0076,0.0076
13.1540,0.0076,0.0076,0.0076
13.1610,0.0076,0.0076,0.0076
13.1680,0.0076,0.0076,0.0076
13.1740,0.0076,0.0076,0.0076
13.1810,0.0076,0.0076,0.0076
13.1880,0.0076,0.0076,0.0076
13.1950,0.0076,0.0076,0.0076
13.2020,0.0076,0.0076,0.0076
13.2080,0.0076,0.0076,0.0076
13.2150,0.0076,0.0076,0.0076
13.2220,0.0076,0.0076,0.0076
13.2290,0.0076,0.0076,0.0076
13.2360,0.0076,0.0076,0.0076
13.2420,0.0076,0.0076,0.0076
13.2490,0.0076,0.0076,0.0076
13.2560,0.0076,0.0076,0.0076
13.2630,0.0076,0.0076,0.0076
13.2700,0.0076,0.0076,0.0076
13.2770,0.0076,0.0076,0.0076
13.2830,0.0076,0.0076,0.0076
13.2900,0.0076,0.0076,0.0076
13.2970,0.0076,0.0076,0.0076
13.3040,0.0076,0.0076,0.0076
13.3110,0.0076,0.0076,0.0076
13.3180,0.0076,0.0076,0.0076
13.3250,0.0076,0.0076,0.0076
13.3310,0.0076,0.0076,0.0076
13.3380,0.0076,0.0076,0.0076
13.3450,0.0076,0.0076,0.0076
13.3520,0.0076,0.0076,0.0076
13.3590,0.0076,0.0076,0.0076
13.3660,0.0076,0.0076,0.0076
13.3730,0.0076,0.0076,0.0076
13.3800,0.0076,0.0076,0.0076
13.3860,0.0076,0.0076,0.0076
13.3930,0.0076,0.0076,0.0076
13.4000,0.0076,0.0076,0.0076
13.4070,0.0076,0.0076,0.0076
13.4140,0.0076,0.0076,0.0076
13.4210,0.0076,0.0076,0.0076
13.4280,0.0076,0.0076,0.0076
13.4350,0.0076,0.0076,0.0076
13.4420,0.0076,0.0076,0.0076
13.4490,0.0076,0.0076,0.0076
13.4560,0.0076,0.0076,0.0076
13.4630,0.0076,0.0076,0.0076
13.4690,0.0076,0.0076,0.0076
13.4760,0.0076,0.0076,0.0076
13.4830,0.0076,0.0076,0.0076
13.4900,0.0076,0.0076,0.0076
13.4970,0.0076,0.0076,0.0076
13.5040,0.0076,0.0076,0.0076
13.5110,0.0076,0.0076,0.0076
13.5180,0.0076,0.0076,0.0076
13.5250,0.0076,0.0076,0.0076
13.5320,0.0076,0.0076,0.0076
13.5390,0.0076,0.0076,0.0076
13.5460,0.0076,0.0076,0.0076
13.5530,0.0076,0.0076,0.0076
13.5600,0.0076,0.0076,0.0076
13.5670,0.0076,0.0076,0.0076
13.5740,0.0076,0.0076,0.0076
13.5810,0.0076,0.0076,0.0076
13.5880,0.0076,0.0076,0.0076
13.5950,0.0076,0.0076,0.0076
13.6020,0.0076,0.0076,0.0076
13.6090,0.0076,0.0076,0.0076
13.6160,0.0076,0.0076,0.0076
13.6230,0.0076,0.0076,0.0076
13.6300,0.0076,0.0076,0.0076
13.6370,0.0076,0.0076,0.0076
13.6440,0.0076,0.0076,0.0076
13.6510,0.0076,0.0076,0.0076
13.6580,0.0076,0.0076,0.0076
13.6650,0.0076,0.0076,0.0076
13.6720,0.0076,0.0076,0.0076
13.6790,0.0076,0.0076,0.0076
13.6860,0.0076,0.0076,0.0076
13.6930,0.0076,0.0076,0.0076
13.7000,0.0076,0.0076,0.0076
13.7070,0.0076,0.0076,0.0076
13.7150,0.0076,0.0076,0.0076
13.7220,0.0076,0.0076,0.0076
13.7290,0.0076,0.0076,0.0076
13.7360,0.0076,0.0076,0.0076
13.7430,0.0076,0.0076,0.0076
13.7500,0.0076,0.0076,0.0076
13.7570,0.0076,0.0076,0.0076
13.7640,0.0076,0.0076,0.0076
13.7710,0.0076,0.0076,0.0076
13.7780,0.0076,0.0076,0.0076
13.7850,0.0076,0.0076,0.0076
13.7920,0.0076,0.0076,0.0076
13.8000,0.0076,0.0076,0.0076
13.8070,0.0076,0.0076,0.0076
13.8140,0.0076,0.0076,0.0076
13.8210,0.0076,0.0076,0.0076
13.8280,0.0076,0.0076,0.0076
13.8350,0.0076,0.0076,0.0076
13.8420,0.0076,0.0076,0.0076
13.8490,0.0076,0.0076,0.0076
13.8570,0.0076,0.0076,0.0076
13.8640,0.0076,0.0076,0.0076
13.8710,0.0076,0.0076,0.0076
13.8780,0.0076,0.0076,0.0076
13.8850,0.0076,0.0076,0.0076
13.8920,0.0076,0.0076,0.0076
13.8990,0.0076,0.0076,0.0076
13.9070,0.0076,0.0076,0.0076
13.9140,0.0076,0.0076,0.0076
13.9210,0.0076,0.0076,0.0076
13.9280,0.0076,0.0076,0.0076
13.9350,0.0076,0.0076,0.0076
13.9420,0.0076,0.0076,0.0076
13.9500,0.0076,0.0076,0.0076
13.9570,0.0076,0.0076,0.0076
13.9640,0.0076,0.0076,0.0076
13.9710,0.0076,0.0076,0.0076
13.9780,0.0076,0.0076,0.0076
13.9860,0.0076,0.0076,0.0076
13.9930,0.0076,0.0076,0.0076
14.0000,0.0076,0.0076,0.0076
